Sn. No,Report Date,Run Date,Unique Product ID,Brand Name,Category,Product Description,Quantity,City,Pincode,Area,FG Code,SKU ID,Platform,MRP,Selling Price,Stock Availability (Y/N),Discount
604,17-04-2025,17-04-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,,bangalore,560001,560001,FG001003,"4c4cb729-0ecb-429c-bb89-6a43994ce021
",Zepto,250,230,Yes,8
605,17-04-2025,17-04-2025,NUVRAA000042,Bikaji,Mithai,Soan Papri Mb-200 Gm*10,,bangalore,560001,560001,FG000069,"f8b7bcea-4d84-43a8-a9b8-104cef7981ba
",Zepto,62,58,Yes,6
606,17-04-2025,17-04-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,bangalore,560001,560001,FG001972,"fa98e63d-61c3-4905-b414-0492e396dc68
",Zepto,135,125,No,7
607,17-04-2025,17-04-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm * 9.6,,bangalore,560001,560001,FG004807,"ee24a095-ddc8-44d8-8ae0-37e8084e90e5
",Zepto,80,60,No,25
608,17-04-2025,17-04-2025,NUVRAA000045,Bikaji,Namkeen,Tana Bana - 200 Gm*12,,bangalore,560001,560001,FG004890,"SNSGD2UZEAHYPX8X
",Zepto,,,No,
609,17-04-2025,17-04-2025,NUVRAA000048,Bikaji,Bhujia,Tana Tan - 200 Gm*12,,bangalore,560001,560001,FG004886,"SNSGD2UZ6FRCHHZZ
",Zepto,,,No,
610,17-04-2025,17-04-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,,bangalore,560001,560001,FG000039,"f14dd473-d141-4767-bf12-ed0395965b84
",Zepto,120,111,No,8
611,17-04-2025,17-04-2025,NUVRAA000050,Bikaji,Bhujia,Tana Tan 1kg * 12,,bangalore,560001,560001,FG004822,"b1965f13-6ddb-429d-b8ea-49821560059c
",Zepto,,,No,
612,17-04-2025,17-04-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560001,560001,FG000011,7a990f81-af0e-442b-bd40-d49f9c22a728,Zepto,290,290,Yes,0
613,17-04-2025,17-04-2025,NUVRAA000002,Haldiram,Bhujia,Bhujia No.1 - 200 Gm*16,,bangalore,560001,560001,FG001850,3cbfea0c-f23f-4101-aa8f-a724cb5f3814,Zepto,60,60,Yes,0
614,17-04-2025,17-04-2025,NUVRAA000004,Haldiram,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,bangalore,560001,560001,FG001538,b9af1cff-5344-4b4d-8cb2-6782d219c880,Zepto,95,95,Yes,0
615,17-04-2025,17-04-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain 150 GM*9.6,,bangalore,560001,560001,FG000489,e0a2e039-95a3-4de9-935d-537a6aa60e3d,Zepto,55,55,No,0
